LSOA21CD,dpi_normalized,Pct of population speaks no or little English normalized,Pct umemp or econo inactive normalized,Pct household deprivation normalized,score
E01006988,6.79,0.15,5.62,4.918759232,17.47875923
E01006989,7.1,0,6.51,4.283604136,17.89360414
E01006990,8.37,0.03,5.32,3.323485968,17.04348597
E01006991,7.38,0.08,5.58,3.456425406,16.49642541
E01006992,6.71,0.03,4.72,4.032496307,15.49249631
E01006993,7.66,0,5.55,3.559822747,16.76982275
E01006994,7.94,1.06,4.23,5.169867061,18.39986706
E01006995,7.7,0.11,4.87,3.441654357,16.12165436
E01006996,7.62,0.68,4.5,5.036927622,17.83692762
E01006997,7.74,0.1,3.78,4.948301329,16.56830133
E01006998,7.62,0.92,3.72,5.52437223,17.78437223
E01006999,6.83,0.24,5.06,5.509601182,17.63960118
E01007000,6.98,0.52,4.54,5.096011817,17.13601182
E01007001,7.18,0.13,4.2,5.864106352,17.37410635
E01007002,8.21,0.2,4.11,3.929098966,16.44909897
E01007003,7.7,0.89,5.46,7.385524372,21.43552437
E01007004,6.59,0.81,5.16,7.134416544,19.69441654
E01007005,7.98,0.83,5.22,6.927621861,20.95762186
E01007006,6.83,0.56,5.91,7.592319055,20.89231906
E01007007,6.15,0.38,6.55,8.138847858,21.21884786
E01007008,7.42,0.74,5.81,7.710487445,21.68048745
E01007009,6.35,0.9,6.07,7.163958641,20.48395864
E01007010,7.86,0.97,4.81,7.17872969,20.81872969
E01007011,7.38,0.67,5.92,8.064992614,22.03499261
E01007012,7.54,0.55,4.25,5.967503693,18.30750369
E01007013,7.22,0.85,5.35,7.311669129,20.73166913
E01007014,7.3,0,3.98,4.47562777,15.75562777
E01007016,7.78,0.32,4.47,6.322008863,18.89200886
E01007017,7.78,0.39,5.05,6.82422452,20.04422452
E01007019,7.22,1,5.4,7.695716396,21.3157164
E01007020,7.42,0.14,4.46,6.248153619,18.26815362
E01007021,7.62,0,5.14,3.397341211,16.15734121
E01007022,6.94,0.08,5.07,5.627769572,17.71776957
E01007023,7.18,0.17,4.92,2.983751846,15.25375185
E01007024,6.59,0.14,6.71,7.474150665,20.91415067
E01007025,6.79,0.12,4.56,4.387001477,15.85700148
E01007026,6.87,0.06,5.15,6.440177253,18.52017725
E01007027,6.79,0.07,5.18,3.353028065,15.39302807
E01007028,7.34,0.13,4.38,4.859675037,16.70967504
E01007029,5.16,0.03,6.9,5.686853767,17.77685377
E01007030,7.18,0.27,3.71,4.918759232,16.07875923
E01007031,6.59,0.14,4.7,4.00295421,15.43295421
E01007032,7.1,0.03,4.72,3.76661743,15.61661743
E01007033,6.71,0.03,5.07,5.036927622,16.84692762
E01007034,7.46,0,5,3.545051699,16.0050517
E01007035,6.43,0.08,5.37,3.279172821,15.15917282
E01007036,6.47,0.13,5.45,4.948301329,16.99830133
E01007037,6.19,0.14,4.45,4.401772526,15.18177253
E01007038,8.25,0.02,4.47,4.889217134,17.62921713
E01007039,8.06,0.33,4.38,4.711964549,17.48196455
E01007040,8.06,0.02,3.87,4.623338257,16.57333826
E01007041,7.62,0.11,4.11,4.726735598,16.5667356
E01007042,7.14,0.09,4.45,5.125553914,16.80555391
E01007043,6.83,0.03,4.94,4.933530281,16.73353028
E01007044,6.35,0.03,5.34,5.051698671,16.77169867
E01007045,7.02,0.03,4.41,4.062038405,15.52203841
E01007046,7.9,0.19,3.49,4.889217134,16.46921713
E01007047,7.54,0.15,5.48,6.735598227,19.90559823
E01007048,7.46,0.49,4.68,6.809453471,19.43945347
E01007049,7.46,0.3,3.87,5.775480059,17.40548006
E01007050,6.71,0.25,4.38,5.52437223,16.86437223
E01007051,6.75,0.35,5.38,7.370753323,19.85075332
E01007052,7.74,0.46,5.29,7.016248154,20.50624815
E01007053,7.74,0.06,4.16,5.657311669,17.61731167
E01007054,6.94,0.23,5.15,6.750369276,19.07036928
E01007055,6.03,0.56,5.21,6.986706056,18.78670606
E01007056,7.46,0.32,3.77,4.889217134,16.43921713
E01007057,7.38,0.25,4.14,4.711964549,16.48196455
E01007058,7.54,0.62,3.78,5.051698671,16.99169867
E01007059,8.06,0.17,3.96,4.387001477,16.57700148
E01007060,7.5,0.2,4.71,6.041358936,18.45135894
E01007061,8.29,0.2,3.68,4.667651403,16.8376514
E01007062,7.34,0.03,4.07,4.135893648,15.57589365
E01007063,6.9,0.2,3.62,4.534711965,15.25471197
E01007064,7.98,0.09,4.38,3.220088626,15.67008863
E01007065,8.06,0,3.92,3.64844904,15.62844904
E01007066,7.78,0,3.76,4.519940916,16.05994092
E01007067,7.58,0.03,4.23,3.692762186,15.53276219
E01007068,6.87,0.1,4.42,3.663220089,15.05322009
E01007069,7.18,0,5.08,5.731166913,17.99116691
E01007070,7.22,0,5.06,3.899556869,16.17955687
E01007071,8.21,0,4.61,3.633677991,16.45367799
E01007072,5.83,0.08,5.85,5.007385524,16.76738552
E01007073,7.82,0,3.96,3.796159527,15.57615953
E01007074,7.26,0,4.5,5.184638109,16.94463811
E01007075,6.71,0.03,5.38,5.007385524,17.12738552
E01007076,6.03,0.05,4.35,3.308714919,13.73871492
E01007077,7.42,0.05,4.54,3.929098966,15.93909897
E01007078,6.71,0.1,5.47,4.401772526,16.68177253
E01007079,7.14,0.05,5.71,4.047267356,16.94726736
E01007080,6.63,0.16,5.21,4.165435746,16.16543575
E01007081,6.67,0.12,5.5,4.47562777,16.76562777
E01007082,7.82,0.09,5.13,4.401772526,17.44177253
E01007083,8.21,0.14,4.49,6.292466765,19.13246677
E01007084,8.57,0.03,3.75,4.519940916,16.86994092
E01007085,8.29,0.39,5.17,7.621861152,21.47186115
E01007086,7.02,0.06,5.98,7.76957164,20.82957164
E01007087,7.14,0.34,5.3,8.020679468,20.80067947
E01007088,7.66,0,4.77,7.016248154,19.44624815
E01007089,7.54,0.26,5.52,7.41506647,20.73506647
E01007090,7.94,0.15,4.71,6.898079764,19.69807976
E01007091,7.06,0.09,5.63,6.883308715,19.66330872
E01007092,6.51,0.1,5.79,7.429837518,19.82983752
E01007095,6.87,0.02,4.62,4.638109306,16.14810931
E01007096,6.71,0.03,4.99,3.840472674,15.57047267
E01007097,6.98,0,4.64,4.194977843,15.81497784
E01007098,7.26,0.02,4.52,4.59379616,16.39379616
E01007099,7.06,0.17,5.99,5.066469719,18.28646972
E01007100,7.58,0,4.63,4.549483013,16.75948301
E01007101,6.79,0.03,4.64,3.988183161,15.44818316
E01007102,7.74,0.1,3.49,4.697193501,16.0271935
E01007103,8.25,0.13,3.75,3.53028065,15.66028065
E01007104,7.18,0.03,4.01,3.64844904,14.86844904
E01007105,6.71,0.05,4.51,4.313146233,15.58314623
E01007106,7.74,0.17,3.77,3.914327917,15.59432792
E01007107,7.26,0.08,3.86,3.17577548,14.37577548
E01007108,7.5,0.15,3.78,3.707533235,15.13753324
E01007109,7.22,0.13,3.82,4.1211226,15.2911226
E01007110,7.98,0.02,4.59,3.633677991,16.22367799
E01007111,7.9,0,4.22,3.042836041,15.16283604
E01007112,7.02,0.05,4.23,5.169867061,16.46986706
E01007113,7.62,0.06,4.72,3.604135894,16.00413589
E01007114,8.1,0.18,4.33,5.243722304,17.8537223
E01007115,7.1,0.19,4.45,4.844903988,16.58490399
E01007116,7.5,0.1,4.26,3.781388479,15.64138848
E01007117,7.98,0.07,3.46,2.895125554,14.40512555
E01007118,6.79,0.03,4.83,5.99704579,17.64704579
E01007119,7.86,0.07,5.65,6.883308715,20.46330872
E01007120,8.53,0.08,5.09,5.494830133,19.19483013
E01007121,6.83,0.41,5.88,7.88774003,21.00774003
E01007122,7.46,0.37,6.04,7.799113737,21.66911374
E01007123,8.21,0.45,4.92,6.041358936,19.62135894
E01007124,7.26,0.14,6.04,8.035450517,21.47545052
E01007125,7.46,0.21,5.08,6.94239291,19.69239291
E01034839,6.9,0.18,5.25,6.838995569,19.16899557
E01007127,7.46,0.85,5.84,8.079763663,22.22976366
E01007128,5.75,1.87,7.42,8.552437223,23.59243722
E01007129,7.22,0.63,5.73,7.237813885,20.81781389
E01007130,7.1,2,5.13,6.691285081,20.92128508
E01007131,7.66,0.34,4.98,6.986706056,19.96670606
E01007133,5.28,0.53,6.34,8.153618907,20.30361891
E01007135,6.47,0.07,4.63,4.431314623,15.60131462
E01007136,7.26,0.02,4.75,6.262924668,18.29292467
E01007137,6.9,0.11,4.76,6.041358936,17.81135894
E01007138,6.83,0.35,5.35,7.016248154,19.54624815
E01007139,7.58,0.12,4.3,6.100443131,18.10044313
E01034840,8.61,0.22,3.69,4.638109306,17.15810931
E01007141,6.98,0.21,5.2,5.686853767,18.07685377
E01007142,7.58,0.1,4.89,4.106351551,16.67635155
E01007143,8.17,0.14,3.28,4.180206795,15.7702068
E01007144,8.17,0.09,5.49,3.633677991,17.38367799
E01007145,8.02,0.1,6.23,3.397341211,17.74734121
E01007146,7.3,0,4.93,3.264401773,15.49440177
E01007147,7.7,0.08,5.46,3.589364845,16.82936485
E01007148,7.46,0.05,5.73,2.968980798,16.2089808
E01007149,7.34,0.05,5.01,3.604135894,16.00413589
E01007150,7.94,0.06,4.43,3.574593796,16.0045938
E01007151,7.1,0.12,4.62,4.298375185,16.13837519
E01007152,6.71,0.09,5.14,5.228951256,17.16895126
E01007153,5.71,0.03,5.92,5.701624815,17.36162482
E01007154,7.7,0.1,4.75,4.047267356,16.59726736
E01007155,6.83,0.35,5.41,6.602658789,19.19265879
E01007156,7.66,0.17,4.68,5.096011817,17.60601182
E01007157,7.78,0.08,3.74,4.35745938,15.95745938
E01007158,7.82,0.07,4.89,4.711964549,17.49196455
E01007159,8.49,0.27,4.57,3.589364845,16.91936485
E01007160,7.26,0.39,5.07,4.564254062,17.28425406
E01007161,7.06,0.02,4.79,5.022156573,16.89215657
E01007162,7.26,0.16,5.42,7.0605613,19.9005613
E01007163,8.1,0.46,4.01,4.416543575,16.98654358
E01007164,8.25,0.1,3.58,3.781388479,15.71138848
E01007165,7.14,0.03,5.41,4.254062038,16.83406204
E01007166,7.74,0.05,4.99,4.254062038,17.03406204
E01007167,7.5,0.17,4.4,5.465288035,17.53528804
E01007168,7.3,0.07,4.76,6.129985229,18.25998523
E01007169,7.14,0.09,4.3,5.465288035,16.99528804
E01007170,7.46,0.12,4.73,3.589364845,15.89936485
E01007171,7.82,0.05,4.08,3.722304284,15.67230428
E01007172,6.19,0.13,5.93,4.519940916,16.76994092
E01007173,7.46,0.17,4.74,4.741506647,17.11150665
E01007174,6.75,0.25,3.89,4.771048744,15.66104874
E01007175,6.79,0.23,5.92,6.868537666,19.80853767
E01007176,7.18,0.18,4.97,6.986706056,19.31670606
E01007177,6.39,0.2,4.99,6.218611521,17.79861152
E01007178,7.3,0.07,5.16,6.026587888,18.55658789
E01007179,7.18,0.35,5.29,7.208271787,20.02827179
E01007180,7.06,0.2,4.51,5.288035451,17.05803545
E01007181,7.18,0.13,4.54,5.125553914,16.97555391
E01007182,6.07,0.12,6.05,3.929098966,16.16909897
E01007183,7.82,0.06,4.66,3.677991137,16.21799114
E01007184,7.54,0.08,5.17,3.943870015,16.73387002
E01007185,6.98,0.12,3.88,3.76661743,14.74661743
E01007186,7.42,0.08,5.16,2.968980798,15.6289808
E01007187,7.3,0.08,5.59,2.599704579,15.56970458
E01007188,7.66,0.08,5.12,3.116691285,15.97669129
E01007189,7.42,0.07,6.02,3.146233383,16.65623338
E01007190,7.94,0.05,5.88,2.038404727,15.90840473
E01007191,8.06,0,5.38,2.067946824,15.50794682
E01007192,5.36,0.06,6.36,4.903988183,16.68398818
E01007193,7.3,0.07,6.07,4.017725258,17.45772526
E01007194,7.18,0.08,5.27,4.431314623,16.96131462
E01007195,7.38,0.02,4.75,3.367799114,15.51779911
E01007196,5.79,0.02,5.82,4.387001477,16.01700148
E01007197,7.98,0.05,4.87,2.747415066,15.64741507
E01007198,7.22,0.21,4.82,3.574593796,15.8245938
E01007199,7.74,0.05,5.07,2.968980798,15.8289808
E01007200,8.25,0.05,4.55,2.762186115,15.61218612
E01007201,7.26,0.1,4.45,3.589364845,15.39936485
E01007202,6.79,0.03,4.86,5.125553914,16.80555391
E01007203,7.86,0.16,4.1,4.490398818,16.61039882
E01007204,7.62,0.16,5.68,7.607090103,21.0670901
E01007205,7.38,0.09,4.52,6.573116691,18.56311669
E01007206,7.5,0.19,3.93,5.539143279,17.15914328
E01007207,5.99,0.05,6.49,7.858197932,20.38819793
E01007208,6.03,0.18,5.21,5.937961595,17.3579616
E01007209,5.32,0.13,5.98,7.341211226,18.77121123
E01007210,8.13,0.15,5.02,6.277695716,19.57769572
E01007211,7.1,0.13,4.42,4.682422452,16.33242245
E01007212,6.67,0.21,4.4,5.051698671,16.33169867
E01007213,6.98,0.15,4.9,4.697193501,16.7271935
E01007214,6.15,0.23,4.96,6.277695716,17.61769572
E01007215,5.95,0.28,6.53,7.548005908,20.30800591
E01007216,7.5,0,4.96,6.070901034,18.53090103
E01007217,7.1,0.34,4.75,6.011816839,18.20181684
E01007218,7.7,0.28,4.95,5.612998523,18.54299852
E01007219,6.51,0.13,4.93,6.129985229,17.69998523
E01007220,7.62,0.49,5.75,6.499261448,20.35926145
E01007221,7.22,0.08,4.79,5.420974889,17.51097489
E01007222,6.79,0.02,4.45,4.963072378,16.22307238
E01007223,8.06,0.13,3.51,4.209748892,15.90974889
E01007224,7.46,0.03,4.87,4.564254062,16.92425406
E01007225,7.78,0.23,4.7,4.711964549,17.42196455
E01007226,6.43,0.05,5.38,5.553914328,17.41391433
E01007227,7.3,0.05,5.27,7.134416544,19.75441654
E01007228,7.06,0.05,6.07,7.0605613,20.2405613
E01007229,8.21,0.09,3.89,4.874446086,17.06444609
E01007230,7.26,0.15,5.04,5.332348597,17.7823486
E01007231,7.38,0.12,5.09,4.785819793,17.37581979
E01007232,7.9,0.05,5.56,5.450516987,18.96051699
E01007233,7.38,0.22,4.7,5.627769572,17.92776957
E01007234,7.38,0.13,4.44,5.686853767,17.63685377
E01007235,7.1,0.05,4.4,4.1211226,15.6711226
E01007236,6.94,0.06,4.81,5.40620384,17.21620384
E01007237,6.11,0.16,6.49,6.262924668,19.02292467
E01007238,6.31,0.05,5.52,6.883308715,18.76330872
E01007239,7.78,0.21,4.7,5.52437223,18.21437223
E01007240,7.1,0.16,5.17,4.682422452,17.11242245
E01007241,6.07,0.16,6.45,4.726735598,17.4067356
E01007242,6.87,0.07,4.82,3.589364845,15.34936485
E01007243,6.27,0.05,5.04,4.711964549,16.07196455
E01007244,8.49,0.32,4.3,6.070901034,19.18090103
E01007245,7.54,0.13,4.26,3.870014771,15.80001477
E01007246,7.22,0.19,4.51,4.298375185,16.21837519
E01007247,7.22,0.16,4.37,4.608567208,16.35856721
E01007248,7.58,0.15,4.78,4.401772526,16.91177253
E01007249,6.83,0.06,4.76,6.189069424,17.83906942
E01007250,7.22,0.08,4.44,4.23929099,15.97929099
E01007251,6.67,0.03,4.6,4.859675037,16.15967504
E01007252,8.13,0.1,4.09,4.416543575,16.73654358
E01007253,7.18,0.07,4.86,5.849335303,17.9593353
E01007254,7.58,0.05,4.7,3.161004431,15.49100443
E01007255,7.66,0.17,4.51,3.781388479,16.12138848
E01007256,6.27,0.07,6.31,4.579025111,17.22902511
E01007257,6.47,0.03,5.7,7.41506647,19.61506647
E01007258,7.22,0,5,2.909896603,15.1298966
E01007259,7.1,0,4.79,3.072378139,14.96237814
E01007260,7.66,0.05,4.97,3.087149188,15.76714919
E01007261,7.14,0.03,6.09,4.23929099,17.49929099
E01007262,7.7,0.05,5.26,3.29394387,16.30394387
E01007263,6.51,0,5.26,6.085672083,17.85567208
E01007264,6.98,0.03,5.59,4.135893648,16.73589365
E01007265,7.5,0.03,4.06,3.737075332,15.32707533
E01007266,7.78,0.05,4.54,2.895125554,15.26512555
E01007267,7.66,0.13,4.53,4.180206795,16.5002068
E01007268,6.47,0.03,6.39,4.830132939,17.72013294
E01007269,8.25,0.2,5.04,6.366322009,19.85632201
E01007270,6.51,0.24,5.77,7.725258493,20.24525849
E01007271,7.5,0.1,5.1,6.779911374,19.47991137
E01007272,7.54,0.32,5.53,7.252584934,20.64258493
E01007273,7.66,0.21,5.91,7.799113737,21.57911374
E01007274,7.42,0.5,6.16,8.168389956,22.24838996
E01007275,7.98,0.21,4.99,6.58788774,19.76788774
E01007276,6.98,0.18,4.52,5.553914328,17.23391433
E01007277,6.59,0.7,5.55,7.488921713,20.32892171
E01007278,6.83,0.57,5.12,7.710487445,20.23048745
E01007279,8.29,0.14,4.1,3.53028065,16.06028065
E01007280,7.14,0.02,4.54,3.781388479,15.48138848
E01007281,7.18,0.03,5.32,2.924667651,15.45466765
E01007282,7.1,0.06,4.92,3.929098966,16.00909897
E01007283,8.06,0.12,5.69,2.688330871,16.55833087
E01007284,6.98,0.02,5.07,3.456425406,15.52642541
E01007285,6.67,0.03,5.45,4.608567208,16.75856721
E01007286,6.87,0.05,5.15,4.209748892,16.27974889
E01007287,6.11,0.14,5.52,5.480059084,17.25005908
E01007288,5.75,0.02,5.42,5.465288035,16.65528804
E01007289,7.18,0.54,5.81,8.109305761,21.63930576
E01007290,7.18,0.36,6.16,7.946824225,21.64682423
E01007291,6.94,0.65,5.49,7.075332349,20.15533235
E01007292,8.25,0.57,5.35,7.237813885,21.40781389
E01007293,7.1,0.35,6.61,8.257016248,22.31701625
E01007294,7.66,0.08,4.48,5.701624815,17.92162482
E01007295,7.94,0.8,4.56,6.720827179,20.02082718
E01007296,7.02,0.42,4.99,6.410635155,18.84063516
E01007297,6.07,0.1,5.35,5.908419498,17.4284195
E01007298,6.55,0.1,5.51,3.500738552,15.66073855
E01007299,6.87,0.03,4.32,4.830132939,16.05013294
E01007300,7.5,0.14,4.65,6.410635155,18.70063516
E01007301,7.98,0.07,4.85,4.313146233,17.21314623
E01007302,7.9,0.48,4.18,4.460856721,17.02085672
E01007303,6.71,0.08,5.41,7.355982275,19.55598228
E01007304,7.82,0,5.59,7.119645495,20.5296455
E01007305,7.1,0.07,4.73,4.549483013,16.44948301
E01007306,7.58,0.22,4.35,4.431314623,16.58131462
E01007307,8.02,0.11,4.57,3.943870015,16.64387002
E01007308,6.63,0,5.79,4.564254062,16.98425406
E01007309,7.74,0.08,4.44,3.633677991,15.89367799
E01007310,8.49,0.09,4.23,3.929098966,16.73909897
E01007311,7.06,0.08,4.47,3.471196455,15.08119646
E01007312,6.94,0.05,4.46,4.977843427,16.42784343
E01007313,6.67,0.12,5.14,5.864106352,17.79410635
E01007314,7.82,0.05,4.03,5.096011817,16.99601182
E01007315,7.94,0,3.93,3.825701625,15.69570163
E01007316,6.51,0.03,4.76,3.692762186,14.99276219
E01007317,5.95,0.32,5.98,7.252584934,19.50258493
E01007318,6.71,0.48,5.02,6.927621861,19.13762186
E01007319,6.63,0.19,4.78,4.623338257,16.22333826
E01007320,8.02,0.96,5.07,6.691285081,20.74128508
E01007321,7.42,0.16,5.64,5.155096012,18.37509601
E01007322,8.13,0.52,3.61,5.243722304,17.5037223
E01007323,7.78,0.27,4.39,6.809453471,19.24945347
E01007324,5.99,0.21,5.45,7.193500739,18.84350074
E01007325,7.58,0.44,5.59,7.636632201,21.2466322
E01007326,6.98,0.18,5.05,7.17872969,19.38872969
E01007327,5.67,0.23,6.12,8.316100443,20.33610044
E01007328,6.98,0.05,4.77,6.499261448,18.29926145
E01007329,7.54,0.02,4.7,6.011816839,18.27181684
E01007330,7.74,0.09,4.29,4.977843427,17.09784343
E01007331,6.87,0.19,4.81,5.539143279,17.40914328
E01007332,7.46,0.47,5.06,6.927621861,19.91762186
E01007333,7.3,0.33,4.8,6.809453471,19.23945347
E01007334,8.25,0.29,4.19,4.460856721,17.19085672
E01007335,7.26,0.08,4.85,4.667651403,16.8576514
E01007336,6.9,1.26,4.05,6.070901034,18.28090103
E01007337,8.13,1.4,3.36,5.420974889,18.31097489
E01007338,5.6,1.62,6.45,8.508124077,22.17812408
E01007339,7.82,1.87,4.67,7.267355982,21.62735598
E01007340,8.29,1.71,3,6.085672083,19.08567208
E01007341,7.06,0.26,5.62,7.41506647,20.35506647
E01007342,7.38,0.21,4.82,5.494830133,17.90483013
E01007343,5.87,0.13,5.37,6.336779911,17.70677991
E01007344,8.1,0.25,3.46,4.682422452,16.49242245
E01007345,7.66,0.28,4.63,5.701624815,18.27162482
E01007346,7.7,0.02,4.31,5.716395864,17.74639586
E01007347,8.1,0.02,3.25,4.047267356,15.41726736
E01007348,6.83,0.23,5.56,6.646971935,19.26697194
E01007349,7.18,0.24,5.16,7.0605613,19.6405613
E01007350,6.9,0,6.75,5.805022157,19.45502216
E01007351,7.18,0.52,4.79,6.218611521,18.70861152
E01007352,6.51,0.38,5.32,7.237813885,19.44781389
E01007353,8.1,0.4,4.34,5.332348597,18.1723486
E01007354,7.7,0.07,4.93,6.366322009,19.06632201
E01007355,7.7,0.03,3.98,3.500738552,15.21073855
E01007356,7.74,0.03,5.33,4.756277696,17.8562777
E01007357,8.13,0.42,4.64,6.336779911,19.52677991
E01007358,8.33,0.03,4.1,4.608567208,17.06856721
E01007359,6.63,0.13,4.56,5.819793205,17.13979321
E01007360,6.39,0.05,5.47,5.598227474,17.50822747
E01007361,8.1,0.26,3.46,3.855243722,15.67524372
E01007362,7.66,0.2,3.57,3.441654357,14.87165436
E01007363,6.94,0.33,5.39,6.543574594,19.20357459
E01007364,6.98,0,5.04,7.400295421,19.42029542
E01007365,6.94,0.09,4.99,7.208271787,19.22827179
E01007366,7.62,0.1,3.78,4.505169867,16.00516987
E01007367,7.62,0.07,4.87,7.149187592,19.70918759
E01007368,7.86,0.35,4.41,5.893648449,18.51364845
E01007369,8.17,0.5,4.3,5.908419498,18.8784195
E01007370,8.02,0.3,4.86,6.070901034,19.25090103
E01007371,7.58,0.16,4.66,6.720827179,19.12082718
E01007372,6.47,0.66,4.7,6.809453471,18.63945347
E01007373,7.58,0.48,5.68,7.621861152,21.36186115
E01007374,6.75,0.03,5.26,6.765140325,18.80514033
E01007375,6.75,0.04,5.12,6.528803545,18.43880355
E01007376,7.02,0.29,5.66,7.621861152,20.59186115
E01007377,7.42,0.43,5.11,6.765140325,19.72514033
E01007378,6.55,0.4,6.02,8.212703102,21.1827031
E01007379,6.31,0.08,5.05,4.918759232,16.35875923
E01007380,7.46,0.06,4.06,3.367799114,14.94779911
E01007381,7.94,0.16,3.73,3.604135894,15.43413589
E01007382,6.83,0.17,4.21,5.8788774,17.0888774
E01007383,9.09,0.03,3.79,3.338257016,16.24825702
E01007384,7.82,0.09,4.52,4.387001477,16.81700148
E01007385,6.07,0.11,6,7.577548006,19.75754801
E01007386,6.75,0.04,4.65,4.165435746,15.60543575
E01007387,7.06,0.08,4.55,5.568685377,17.25868538
E01007388,8.1,0.15,3.71,4.608567208,16.56856721
E01007389,6.39,0.03,5.99,5.288035451,17.69803545
E01007390,6.79,0.05,4.74,5.435745938,17.01574594
E01007391,6.9,0.17,5.24,6.82422452,19.13422452
E01007392,7.26,0.05,5,7.17872969,19.48872969
E01007393,7.3,0.06,4.36,5.553914328,17.27391433
E01007394,6.71,0.14,4.74,6.750369276,18.34036928
E01007395,7.42,0.15,4.56,6.218611521,18.34861152
E01007396,6.43,0.12,4.31,5.701624815,16.56162482
E01007397,5.71,0.15,5.64,6.58788774,18.08788774
E01007398,6.35,0,5.66,5.066469719,17.07646972
E01007399,7.46,0,3.34,4.047267356,14.84726736
E01007400,7.98,0.15,4.04,4.652880355,16.82288036
E01007402,8.02,0.41,5.05,6.248153619,19.72815362
E01007403,8.13,0.18,5.67,7.902511078,21.88251108
E01007404,7.02,0.03,5.57,5.849335303,18.4693353
E01007405,7.02,0.35,5.27,5.568685377,18.20868538
E01007406,6.43,0.16,5.76,7.784342688,20.13434269
E01007408,6.87,0.05,4.33,4.165435746,15.41543575
E01007409,7.82,0.77,4.09,3.796159527,16.47615953
E01007410,6.94,0.94,5.26,7.001477105,20.14147711
E01007411,6.98,0.47,5.4,7.459379616,20.30937962
E01007413,6.59,0.73,4.95,7.149187592,19.41918759
E01007414,8.53,0.72,4.09,5.155096012,18.49509601
E01007415,6.75,0.5,4.87,4.933530281,17.05353028
E01007416,6.51,0.64,4.96,7.282127031,19.39212703
E01007417,8.37,1.63,3.52,5.40620384,18.92620384
E01007418,6.98,0.06,5.13,3.604135894,15.77413589
E01007419,7.34,0,4.6,3.397341211,15.33734121
E01007420,7.14,0.05,5.32,4.017725258,16.52772526
E01007421,7.18,0.03,4.7,3.840472674,15.75047267
E01007422,7.3,0,4.36,3.692762186,15.35276219
E01007423,7.14,0.07,4.83,4.209748892,16.24974889
E01007424,7.94,0.04,4.03,3.943870015,15.95387002
E01007425,7.94,0.02,4.19,2.437223043,14.58722304
E01007426,7.34,0.14,4.04,3.929098966,15.44909897
E01007427,6.87,0.02,4.13,3.737075332,14.75707533
