LSOA21CD,dpi_normalized,Pct of population speaks no or little English normalized,Pct umemp or econo inactive normalized,Pct household deprivation normalized,score
E01033828,8.33,0.14,1.29,1.477104874,11.23710487
E01017576,8.21,0.11,4.21,4.431314623,16.96131462
E01017577,8.13,0.17,3.97,4.00295421,16.27295421
E01017578,8.33,0.64,3.13,3.485967504,15.5859675
E01017579,8.33,0.7,3.69,4.667651403,17.3876514
E01017580,8.77,0.54,2.93,4.682422452,16.92242245
E01017581,7.34,0.73,4.24,5.435745938,17.74574594
E01017582,8.1,0.52,3.8,4.711964549,17.13196455
E01017583,7.9,0.35,3.35,3.663220089,15.26322009
E01017584,8.25,0.71,3.97,5.140324963,18.07032496
E01017585,8.17,0.5,4.41,4.209748892,17.28974889
E01017586,7.74,0.22,4.11,4.490398818,16.56039882
E01017587,7.5,0.07,5.59,3.722304284,16.88230428
E01017588,6.98,0.06,4.75,4.505169867,16.29516987
E01017589,7.82,0.43,3.12,3.692762186,15.06276219
E01017590,7.62,0.15,4.95,3.722304284,16.44230428
E01017591,8.53,0.13,3.68,3.072378139,15.41237814
E01017592,7.18,0.9,3.81,4.741506647,16.63150665
E01017593,7.02,0.32,4.26,4.918759232,16.51875923
E01017594,7.74,0.8,4.24,6.735598227,19.51559823
E01017595,6.51,0,4.58,5.893648449,16.98364845
E01017596,8.02,0.47,3.74,6.100443131,18.33044313
E01017597,6.83,0.21,3.71,5.140324963,15.89032496
E01017598,8.85,0.55,2.75,3.353028065,15.50302807
E01033835,8.61,0.61,2.89,4.534711965,16.64471197
E01017600,8.77,0.78,2.94,4.150664697,16.6406647
E01017601,8.37,0.74,4.22,6.70605613,20.03605613
E01017602,7.02,0.99,4.77,7.104874446,19.88487445
E01017603,7.66,0.28,3.8,4.106351551,15.84635155
E01017604,7.94,0.02,3.76,3.604135894,15.32413589
E01017605,8.41,0.19,3.78,6.056129985,18.43612999
E01017606,8.1,0.02,4.6,3.249630724,15.96963072
E01017607,8.73,0.08,5.36,2.895125554,17.06512555
E01017608,7.26,0.21,4.08,4.815361891,16.36536189
E01017609,8.06,0.14,3.72,6.23338257,18.15338257
E01017610,7.46,0.03,4.71,2.791728213,14.99172821
E01017611,8.69,0.06,3.72,2.717872969,15.18787297
E01017612,8.53,0.09,3.67,2.570162482,14.86016248
E01017613,8.17,0.05,4,3.545051699,15.7650517
E01017614,8.37,0.03,3.55,2.791728213,14.74172821
E01033827,8.17,0.1,4.55,4.283604136,17.10360414
E01017616,8.57,0.33,3.54,3.692762186,16.13276219
E01017617,7.46,0.74,4.31,5.539143279,18.04914328
E01017618,8.49,0.6,3.74,5.302806499,18.1328065
E01017619,8.1,0.67,4.03,5.952732644,18.75273264
E01017620,8.77,0.06,3.39,2.983751846,15.20375185
E01017621,7.66,0.1,4.45,3.485967504,15.6959675
E01017622,7.98,0.22,3.68,4.741506647,16.62150665
E01017623,8.02,0.53,3.42,4.963072378,16.93307238
E01017624,7.9,0.21,3.48,3.323485968,14.91348597
E01017625,7.86,0.12,4.71,3.840472674,16.53047267
E01017626,8.69,0.14,4.55,3.929098966,17.30909897
E01017627,8.49,0.09,3.91,3.545051699,16.0350517
E01017628,8.17,0.08,4.59,3.500738552,16.34073855
E01017629,8.13,0.11,4.35,2.658788774,15.24878877
E01017630,8.33,0.17,4.79,3.663220089,16.95322009
E01017631,8.45,0.17,3.69,2.717872969,15.02787297
E01033965,9.37,0.08,3.55,2.245199409,15.24519941
E01017634,9.09,1.13,2.37,3.264401773,15.85440177
E01017635,7.38,0.34,3.97,4.180206795,15.8702068
E01017636,6.75,0.1,4.18,4.283604136,15.31360414
E01017637,8.37,0.23,3.61,3.677991137,15.88799114
E01017638,7.5,0.4,4.55,3.559822747,16.00982275
E01017639,8.17,0.07,4.7,3.072378139,16.01237814
E01017640,7.26,0.11,4.68,3.264401773,15.31440177
E01033956,8.69,0.28,3.28,2.865583456,15.11558346
E01017642,8.1,0,4.1,3.087149188,15.28714919
E01017643,7.94,0,3.83,3.072378139,14.84237814
E01017644,8.17,0.15,2.9,3.131462334,14.35146233
E01017645,8.61,0.28,4.6,4.283604136,17.77360414
E01017646,7.42,0.15,4.2,4.35745938,16.12745938
E01017647,8.65,0.12,5.04,2.791728213,16.60172821
E01017648,8.61,0.02,4.09,2.46676514,15.18676514
E01017649,7.54,0.19,4.22,3.41211226,15.36211226
E01033954,9.21,0.19,3.47,2.762186115,15.63218612
E01017651,8.73,0.07,4.37,3.205317578,16.37531758
E01017652,7.54,0.07,3.86,3.353028065,14.82302807
E01017653,7.7,0.96,3.19,4.150664697,16.0006647
E01017654,7.82,1.25,3.73,6.277695716,19.07769572
E01017655,8.53,0.48,2.82,3.589364845,15.41936485
E01017657,8.33,0,4.54,2.983751846,15.85375185
E01017658,8.81,0.09,3.48,3.013293944,15.39329394
E01017659,6.94,1.29,4.02,5.982274742,18.23227474
E01017660,8.41,0.23,3.12,3.943870015,15.70387002
E01017661,7.22,0.98,3.81,6.056129985,18.06612999
E01017662,8.17,1.21,3.81,4.697193501,17.8871935
E01017663,7.66,2.38,4.49,6.853766617,21.38376662
E01017664,8.85,0.19,3.17,2.895125554,15.10512555
E01017665,8.69,0.78,3.15,4.903988183,17.52398818
E01017666,8.41,1.15,3.95,5.096011817,18.60601182
E01017667,7.54,0.86,3.91,5.76070901,18.07070901
E01017668,8.17,0.75,3.25,4.59379616,16.76379616
E01017669,8.65,0.24,3.86,2.954209749,15.70420975
E01017670,8.49,0.08,3.78,2.732644018,15.08264402
E01017671,9.09,0.05,3.81,2.333825702,15.2838257
E01017672,8.17,0.09,3.95,2.880354505,15.09035451
E01017673,8.57,0.05,3.62,2.998522895,15.2385229
E01017674,8.25,0.1,4.38,2.924667651,15.65466765
E01017675,8.61,0.19,3.73,2.437223043,14.96722304
E01017676,8.1,0.15,4.6,2.555391433,15.40539143
E01017677,8.21,0.08,4.14,2.895125554,15.32512555
E01017678,7.82,0.1,4.17,3.234859675,15.32485968
E01017679,8.29,0.05,4.11,3.367799114,15.81779911
E01017680,7.42,0.03,4.19,4.534711965,16.17471197
E01017681,6.63,0.06,4.36,4.342688331,15.39268833
E01017682,8.77,0.06,3.85,1.506646972,14.18664697
E01017683,8.1,0.02,3.87,2.747415066,14.73741507
E01017684,7.9,0.03,4.87,3.249630724,16.04963072
E01017687,8.81,0.46,2.73,3.663220089,15.66322009
E01017688,8.29,0.44,3.05,3.781388479,15.56138848
E01017689,8.1,0.34,3.38,2.732644018,14.55264402
E01017690,7.86,0.44,3.92,4.564254062,16.78425406
E01017691,9.4,0.03,3.61,2.141802068,15.18180207
E01017692,8.21,0.8,3.81,3.545051699,16.3650517
E01017693,8.73,0,3.39,3.426883309,15.54688331
E01017694,8.21,0.09,3.59,3.249630724,15.13963072
E01017695,7.14,0,5.08,4.47562777,16.69562777
E01017696,8.53,0.16,3.92,3.101920236,15.71192024
E01017697,8.21,0.11,2.83,4.032496307,15.18249631
E01017698,8.37,0.7,3.5,4.977843427,17.54784343
E01017699,9.01,0.44,4.69,3.751846381,17.89184638
E01017700,7.58,0.18,4.14,3.722304284,15.62230428
E01017701,8.97,0.05,3.28,2.46676514,14.76676514
E01017702,8.13,0.08,4.06,3.988183161,16.25818316
E01017703,7.78,0.11,3.94,3.249630724,15.07963072
E01017704,7.7,0.03,4.35,2.909896603,14.9898966
E01033967,9.68,0.31,2.7,3.072378139,15.76237814
E01017706,8.1,0.58,4.13,5.952732644,18.76273264
E01017707,7.82,1.13,4.19,7.031019202,20.1710192
E01017708,8.02,1.25,4.23,6.026587888,19.52658789
E01017709,7.42,1.72,4.39,6.691285081,20.22128508
E01017710,7.9,0.8,3.74,5.64254062,18.08254062
E01017711,7.14,0.97,4.13,6.366322009,18.60632201
E01017712,8.25,1.68,3.61,5.480059084,19.02005908
E01017713,7.26,0,3.61,4.682422452,15.55242245
E01017714,8.73,0.11,3.8,2.540620384,15.18062038
E01017715,8.33,0.06,4.1,3.131462334,15.62146233
E01017716,8.57,0,4.04,2.762186115,15.37218612
E01017717,8.21,0.13,4.06,3.559822747,15.95982275
E01017718,8.25,0.06,3.72,2.525849335,14.55584934
E01017719,7.34,0.09,3.78,4.490398818,15.70039882
E01017720,8.29,0.09,3.41,3.131462334,14.92146233
E01017721,8.33,0.46,2.64,4.150664697,15.5806647
E01017722,8.69,0.18,3.19,3.53028065,15.59028065
E01017723,7.98,1,4.01,5.509601182,18.49960118
E01017724,7.86,1.04,4.21,6.617429838,19.72742984
E01017726,7.42,0.06,5.41,3.751846381,16.64184638
E01017727,8.57,0.02,4.19,3.397341211,16.17734121
E01033969,9.29,0.13,1.86,2.141802068,13.42180207
E01017729,8.49,0.12,4.07,2.865583456,15.54558346
E01017730,7.14,0.29,4.35,4.401772526,16.18177253
E01017731,7.14,0,4.21,4.726735598,16.0767356
E01017732,8.81,0.05,3.93,2.629246677,15.41924668
E01017733,7.54,0,4.42,3.781388479,15.74138848
E01017734,8.97,0.02,4.79,2.58493353,16.36493353
E01017735,7.98,0.03,3.79,3.087149188,14.88714919
E01017736,6.67,0.02,4.55,5.125553914,16.36555391
E01017737,7.46,0.03,5.09,3.574593796,16.1545938
E01017738,8.45,0.13,3.64,3.220088626,15.44008863
E01017739,8.53,0.26,4.17,1.772525849,14.73252585
E01017740,8.33,0.34,3.41,2.806499261,14.88649926
E01017741,6.43,0.13,4.37,3.426883309,14.35688331
E01017742,7.5,0.27,4.38,2.924667651,15.07466765
E01017743,8.17,0.28,3.56,4.697193501,16.7071935
E01017744,7.54,0.15,4.19,3.205317578,15.08531758
E01017745,7.7,0.17,4.3,3.41211226,15.58211226
E01017746,8.29,0.12,3.37,1.920236337,13.70023634
E01017747,7.3,0.8,3.77,3.796159527,15.66615953
E01017748,7.18,0.79,4.57,5.790251108,18.33025111
E01017749,7.74,0.16,3.95,2.378138848,14.22813885
E01017750,7.82,0.08,4.38,3.264401773,15.54440177
E01017751,8.49,0.02,4.65,1.920236337,15.08023634
E01017752,7.54,0.08,4.24,2.673559823,14.53355982
E01017753,7.14,0.21,3.84,3.958641064,15.14864106
E01017754,8.02,0.02,4.51,2.304283604,14.8542836
E01017755,8.02,0.58,3.69,3.042836041,15.33283604
E01017756,7.86,0.05,4.49,2.540620384,14.94062038
E01017757,8.69,0,4.2,2.747415066,15.63741507
E01017758,8.77,0.03,5.31,3.205317578,17.31531758
E01017759,7.78,0.04,4.56,3.367799114,15.74779911
E01017760,7.98,0.13,4.85,2.363367799,15.3233678
E01017761,8.02,0.11,3.9,2.762186115,14.79218612
E01017762,8.17,0.26,4.91,1.255539143,14.59553914
E01017763,7.9,0.19,4.31,2.570162482,14.97016248
E01017764,8.73,0.02,4.85,1.624815362,15.22481536
E01017765,8.57,0.13,4.68,1.225997046,14.60599705
E01017766,7.78,0.13,4.69,2.806499261,15.40649926
E01017767,7.46,0.08,3.72,3.29394387,14.55394387
E01017768,7.74,0.08,4.41,2.274741507,14.50474151
E01017769,8.57,0.18,3.66,2.614475628,15.02447563
E01017770,7.3,1.1,3.4,4.844903988,16.64490399
E01017771,6.79,0.18,4.56,3.988183161,15.51818316
E01017773,7.1,0.02,4.38,3.41211226,14.91211226
E01017774,7.5,0.09,5.07,3.515509601,16.1755096
E01017775,7.22,0.11,4.19,3.456425406,14.97642541
E01017776,8.81,0.34,3.75,3.559822747,16.45982275
E01017777,8.13,0.08,4.43,2.392909897,15.0329099
E01017778,8.77,0.06,4.93,2.378138848,16.13813885
E01017779,8.13,0.03,4.34,1.802067947,14.30206795
E01017780,8.41,0.36,3.46,2.806499261,15.03649926
E01017781,8.69,1.45,3.8,4.771048744,18.71104874
E01017782,9.17,0.12,4.98,1.019202363,15.28920236
E01017783,8.81,0.02,3.99,2.274741507,15.09474151
E01017784,8.37,0.02,4.68,1.979320532,15.04932053
E01017785,8.65,0.05,4.2,2.422451994,15.32245199
E01017786,8.33,0.05,4.02,2.555391433,14.95539143
E01017787,8.13,0,4.79,2.673559823,15.59355982
E01017788,7.9,0.09,4.27,5.051698671,17.31169867
E01017789,7.7,1.26,3.74,4.667651403,17.3676514
E01017790,7.46,0.82,4.51,6.558345643,19.34834564
E01017791,7.86,0.22,3.62,4.549483013,16.24948301
E01017792,8.06,0.43,3.88,4.59379616,16.96379616
E01017793,7.82,0.16,4.16,4.711964549,16.85196455
E01017794,8.81,0.03,4.01,2.141802068,14.99180207
E01017795,7.94,0.64,4.16,5.110782866,17.85078287
E01017796,7.42,0.3,4.56,3.707533235,15.98753324
E01017797,8.93,0.16,4.57,1.521418021,15.18141802
E01017798,8.13,0.06,5.59,2.127031019,15.90703102
E01017799,8.33,0.15,3.84,2.215657312,14.53565731
E01017800,7.98,0.54,3.69,3.899556869,16.10955687
E01017801,8.73,0.2,3.76,2.038404727,14.72840473
E01017802,6.94,0.25,4.25,4.076809453,15.51680945
E01017803,8.97,0.24,4.82,2.525849335,16.55584934
E01017804,7.98,0.29,4.04,3.88478582,16.19478582
E01017805,8.49,0.15,3.54,4.756277696,16.9362777
E01017806,8.93,0.19,4.04,2.747415066,15.90741507
E01017807,8.41,0.44,3.34,3.929098966,16.11909897
E01017808,7.5,0.36,4.68,5.214180207,17.75418021
E01017809,8.45,0.18,3.74,4.283604136,16.65360414
E01017810,7.42,0.23,4.85,5.435745938,17.93574594
E01017811,7.62,0.27,5.27,4.23929099,17.39929099
E01017812,8.45,0.56,3.39,4.313146233,16.71314623
E01017813,8.33,0.4,3.8,2.836041359,15.36604136
E01017814,8.13,0.38,4.27,3.426883309,16.20688331
E01017815,8.61,0.17,4.4,2.053175775,15.23317578
E01017816,8.29,0.09,4.47,3.633677991,16.48367799
E01017817,7.94,0.32,4.36,3.323485968,15.94348597
E01017818,8.06,0.49,4.03,2.717872969,15.29787297
E01017819,8.85,0.18,4.95,1.698670606,15.67867061
E01017820,8.61,0.37,4.87,2.968980798,16.8189808
E01017821,8.97,0.34,4.62,1.477104874,15.40710487
E01017822,8.41,0.34,4.1,1.477104874,14.32710487
E01017823,7.82,0.18,4.01,2.895125554,14.90512555
E01017824,8.41,0.33,4.05,4.00295421,16.79295421
E01017825,8.61,0.32,3.25,3.05760709,15.23760709
E01017826,7.54,0.28,4.02,4.963072378,16.80307238
E01017827,8.57,0.31,3.48,4.313146233,16.67314623
E01017828,8.06,0.2,4.05,4.327917282,16.63791728
E01017829,9.01,0.55,3.51,3.220088626,16.29008863
E01017830,7.82,0.17,4.01,3.751846381,15.75184638
E01017831,8.21,0.29,4.21,2.732644018,15.44264402
E01017832,8.45,0.58,4.2,3.146233383,16.37623338
E01017833,8.85,0.11,3.93,2.570162482,15.46016248
E01017834,8.73,0.75,4.46,3.929098966,17.86909897
E01017835,7.38,0.47,4.58,4.977843427,17.40784343
E01017836,8.17,2.4,3.52,4.711964549,18.80196455
E01017837,8.69,1.66,3.87,5.022156573,19.24215657
E01017838,8.45,1.97,3.63,4.697193501,18.7471935
E01017839,8.73,0.95,4.53,4.844903988,19.05490399
E01017840,7.9,0.96,3.99,3.988183161,16.83818316
E01017841,9.48,0.46,2.96,1.890694239,14.79069424
E01033970,8.17,0.24,3.88,2.555391433,14.84539143
E01017843,7.9,0.23,4.68,4.652880355,17.46288036
E01017844,7.7,0.69,4.8,5.849335303,19.0393353
E01017845,7.1,0.89,4.5,5.169867061,17.65986706
E01017846,7.06,0.18,4.51,4.771048744,16.52104874
E01017847,8.25,0.11,4.17,3.308714919,15.83871492
E01017848,7.54,0.03,4.77,3.072378139,15.41237814
E01017849,8.65,0.33,4.05,2.274741507,15.30474151
E01017850,8.17,1.64,3.67,5.539143279,19.01914328
E01017851,8.21,1.19,3.32,4.209748892,16.92974889
E01017852,9.01,1.96,4.51,5.420974889,20.90097489
E01017853,8.25,0.33,2.97,2.732644018,14.28264402
E01017854,8.25,0.03,3.64,2.954209749,14.87420975
E01017855,7.82,0.14,4.15,3.707533235,15.81753324
E01017856,7.58,0.2,3.96,5.155096012,16.89509601
E01017857,7.18,1.64,4.44,6.971935007,20.23193501
E01017858,8.13,0.57,5.41,5.140324963,19.25032496
E01017859,8.53,0.59,4.1,3.220088626,16.44008863
E01017860,8.85,0.86,4.03,5.686853767,19.42685377
E01017861,8.1,0.14,4,3.087149188,15.32714919
E01017862,8.29,0.28,3.64,2.998522895,15.2085229
E01017863,7.9,0.42,3.82,3.264401773,15.40440177
E01017864,7.74,0.09,4.59,2.909896603,15.3298966
E01017865,8.13,0.1,4.64,3.028064993,15.89806499
E01017866,7.5,0.08,4.3,2.776957164,14.65695716
E01017867,7.7,0.17,4.56,5.731166913,18.16116691
E01017868,7.58,0,4.44,2.880354505,14.90035451
E01017869,8.69,0.12,4.42,2.392909897,15.6229099
E01017870,8.06,0.03,4.18,2.599704579,14.86970458
E01017871,7.62,0.03,4.59,2.555391433,14.79539143
E01017872,6.94,0,4.45,2.570162482,13.96016248
E01017873,7.66,0,3.7,2.895125554,14.25512555
E01017874,8.1,0.32,3.31,1.994091581,13.72409158
E01017875,9.33,0.1,3.65,0.871491876,13.95149188
E01017876,8.45,0.02,4.29,1.920236337,14.68023634
E01017877,7.78,0.05,4.71,2.983751846,15.52375185
E01017878,8.77,0.05,4.08,1.949778434,14.84977843
E01017880,7.94,0.05,3.93,3.249630724,15.16963072
E01017881,7.5,0.13,4.56,3.353028065,15.54302807
E01017882,7.74,0.09,3.86,3.338257016,15.02825702
E01017883,8.77,0.09,4.48,2.599704579,15.93970458
E01017884,6.75,0.22,4.08,3.870014771,14.92001477
E01017885,8.21,0.07,4.14,2.451994092,14.87199409
E01017886,7.18,0.03,4.6,2.762186115,14.57218612
E01017887,7.94,0.03,3.95,2.451994092,14.37199409
E01017888,9.21,0.07,3.67,1.742983752,14.69298375
E01017889,8.21,0.1,3.58,3.456425406,15.34642541
E01017890,8.41,0,3.9,2.23042836,14.54042836
E01017891,8.1,0.13,3.93,2.791728213,14.95172821
E01017892,7.9,0.02,5.06,1.595273264,14.57527326
E01017893,6.59,0.09,4.9,4.549483013,16.12948301
E01017894,8.37,0.16,4.91,2.156573117,15.59657312
E01017895,7.38,0.25,4.22,3.618906942,15.46890694
E01017896,8.77,0.11,4.74,1.802067947,15.42206795
E01017897,8.65,0.16,3.58,2.762186115,15.15218612
E01017898,8.21,0.44,3.33,4.254062038,16.23406204
E01017899,7.46,0.95,4.05,5.494830133,17.95483013
E01017900,8.37,0.65,3.76,3.677991137,16.45799114
E01017901,8.1,0.51,3.75,5.657311669,18.01731167
E01017902,8.25,0.74,3.69,5.081240768,17.76124077
E01017903,8.61,2.91,4.58,6.912850812,23.01285081
E01017904,8.89,2.57,4.04,5.701624815,21.20162482
E01017905,7.98,2.92,3.91,6.041358936,20.85135894
E01017906,8.49,2.38,5.04,7.208271787,23.11827179
E01017907,7.98,2.95,4.11,6.602658789,21.64265879
E01033975,7.94,0.43,3.64,4.194977843,16.20497784
E01033972,9.33,0.64,2.45,3.264401773,15.68440177
E01017910,8.45,0.47,3.23,3.190546529,15.34054653
E01017911,8.21,0.71,3.56,4.490398818,16.97039882
E01017912,7.82,1.12,3.2,4.298375185,16.43837519
E01017913,8.81,1.98,2.98,4.830132939,18.60013294
E01017914,8.1,0.69,3.39,3.397341211,15.57734121
E01017915,8.13,0.1,3.83,3.810930576,15.87093058
E01017916,8.02,0,4.37,3.323485968,15.71348597
E01017917,8.53,0.05,3.48,3.042836041,15.10283604
E01017918,7.94,0.1,4.38,4.505169867,16.92516987
E01017919,7.98,0.9,3.23,3.559822747,15.66982275
E01017920,8.61,0.42,3.36,3.53028065,15.92028065
E01017921,8.45,1.04,3.49,3.146233383,16.12623338
E01017922,8.57,0.67,3.67,3.722304284,16.63230428
E01017923,8.77,1.61,2.85,4.47562777,17.70562777
E01017924,8.49,0.32,3.59,2.23042836,14.63042836
E01017925,8.41,0.6,3.13,3.840472674,15.98047267
E01017926,8.25,0.52,3.2,4.638109306,16.60810931
E01017927,7.38,0.75,4.24,4.00295421,16.37295421
E01017928,7.7,0.74,4.21,5.007385524,17.65738552
E01017929,6.51,0.2,5.04,6.129985229,17.87998523
E01017930,8.21,0.1,4.08,2.451994092,14.84199409
E01017931,7.34,0.1,4.26,4.180206795,15.8802068
E01017932,7.42,0.07,5.29,3.042836041,15.82283604
E01017933,6.51,0.04,5.04,5.125553914,16.71555391
E01017934,7.82,0.18,3.87,4.224519941,16.09451994
E01017935,8.49,0.15,3.09,2.998522895,14.7285229
E01017936,8.13,0.1,4.2,2.245199409,14.67519941
E01017937,8.65,0.03,4.12,1.728212703,14.5282127
E01017938,8.49,0.03,4.22,1.728212703,14.4682127
E01017939,8.1,0.21,3.16,3.441654357,14.91165436
E01017940,8.77,0.31,3.02,3.190546529,15.29054653
E01017941,8.41,0.21,3.34,3.751846381,15.71184638
E01017942,7.7,0.08,4.46,3.220088626,15.46008863
E01017943,9.44,0.62,3.11,2.451994092,15.62199409
E01017944,8.21,0.72,3.7,5.465288035,18.09528804
E01017945,8.61,0.74,2.6,3.559822747,15.50982275
E01017946,7.3,0.71,3.8,5.110782866,16.92078287
E01017947,7.9,0.71,3.86,4.859675037,17.32967504
E01017948,7.98,0.77,4.93,6.277695716,19.95769572
E01017949,8.73,0.69,3.81,4.416543575,17.64654358
E01017950,8.97,0.35,4.04,1.610044313,14.97004431
E01017951,7.58,0.97,3.99,4.446085672,16.98608567
E01017952,7.82,1.07,3.9,5.317577548,18.10757755
E01017953,6.75,1.33,4.6,5.598227474,18.27822747
E01017954,7.22,0.93,4.03,4.874446086,17.05444609
E01017955,7.66,0.47,4.22,2.968980798,15.3189808
E01035513,9.44,0.32,3.59,0.635155096,13.9851551
E01035514,8.53,0.15,9.02,3.88478582,21.58478582
E01035514,7.02,0.15,9.02,3.88478582,20.07478582
E01017959,7.94,0.51,3.32,2.717872969,14.48787297
E01017960,7.46,0.96,3.61,5.155096012,17.18509601
E01017961,8.17,1.1,3.7,4.830132939,17.80013294
E01017962,7.7,0.59,3.4,3.958641064,15.64864106
E01017963,7.62,0.81,3.57,5.081240768,17.08124077
E01017964,7.58,0.54,3.92,2.82127031,14.86127031
E01017965,7.26,0.51,4.58,4.977843427,17.32784343
E01035519,9.13,2.6,2.32,4.977843427,19.02784343
E01017967,8.1,0.91,4.12,4.579025111,17.70902511
E01017968,7.42,0.3,3.78,3.41211226,14.91211226
E01017969,7.94,0.33,3.46,2.555391433,14.28539143
E01017971,6.55,0.93,3.82,5.864106352,17.16410635
E01017972,8.29,0.53,3.69,4.387001477,16.89700148
E01017973,7.58,0.75,5.14,5.553914328,19.02391433
E01017974,7.78,1.12,3.56,4.785819793,17.24581979
E01017975,7.46,0.77,3.3,6.35155096,17.88155096
E01017976,7.86,0.61,3.04,3.988183161,15.49818316
E01017977,7.82,1.01,3.32,4.165435746,16.31543575
E01017978,7.62,0.91,4.11,5.908419498,18.5484195
E01017979,7.26,0.98,4.11,6.129985229,18.47998523
E01017980,7.34,1.6,2.27,5.361890694,16.57189069
E01017983,8.81,0.31,4.6,2.673559823,16.39355982
E01035516,8.97,0.11,8.5,2.437223043,20.01722304
E01017985,8.45,0.11,5.6,2.58493353,16.74493353
E01035516,8.53,0.11,8.5,2.437223043,19.57722304
E01017987,9.05,0.1,4.35,2.998522895,16.4985229
E01017988,9.44,0.12,5.62,2.629246677,17.80924668
E01017989,8.69,0.34,2.78,2.481536189,14.29153619
E01017990,8.89,0.17,2.44,1.802067947,13.30206795
E01017991,7.46,0.52,5.53,4.180206795,17.6902068
E01017992,7.5,1.17,4.32,4.431314623,17.42131462
E01035520,9.05,0.49,7.22,3.146233383,19.90623338
E01017994,7.86,0.5,4.76,5.627769572,18.74776957
E01017995,8.37,0.35,3.91,2.067946824,14.69794682
E01017996,8.61,0.25,5.77,1.595273264,16.22527326
E01017997,8.89,0.95,3.08,3.810930576,16.73093058
E01017998,9.13,0.52,2.18,2.747415066,14.57741507
E01017999,7.58,0.57,3.64,4.032496307,15.82249631
E01018000,9.17,0.48,2.81,3.604135894,16.06413589
E01018001,8.73,0.3,3.11,2.776957164,14.91695716
E01035525,9.09,0.45,3.13,2.880354505,15.55035451
E01035528,9.29,0.78,2.65,4.165435746,16.88543575
E01018005,8.41,0.38,5.36,3.41211226,17.56211226
E01018006,8.02,0.36,2.98,2.732644018,14.09264402
E01018007,8.73,0.4,4.13,1.787296898,15.0472969
E01018008,8.17,0.42,3.41,3.05760709,15.05760709
E01018009,8.53,0.38,4.33,3.692762186,16.93276219
E01018010,9.01,0.44,3.52,3.220088626,16.19008863
E01018011,7.94,0.14,4.59,3.397341211,16.06734121
E01018012,7.86,0.14,4.35,3.796159527,16.14615953
E01018013,6.9,0,4.47,3.234859675,14.60485968
E01018014,8.13,0.11,3.56,3.116691285,14.91669129
E01018015,8.17,0,3.9,2.836041359,14.90604136
E01018016,7.46,0.08,4.34,5.420974889,17.30097489
E01018017,6.94,0.15,4.5,4.283604136,15.87360414
E01018019,7.02,0.11,4.78,3.485967504,15.3959675
E01018020,8.73,0,3.79,4.062038405,16.58203841
E01018021,7.54,0.41,3.9,4.416543575,16.26654358
E01018022,7.3,0.05,4.31,4.579025111,16.23902511
E01018023,7.66,0.05,3.72,3.161004431,14.59100443
E01018024,5,0.43,5.19,5.805022157,16.42502216
E01018025,7.86,0.64,3.76,3.633677991,15.89367799
E01018026,7.34,0.65,4.07,3.338257016,15.39825702
E01018027,7.42,0.35,4.35,3.05760709,15.17760709
E01035533,8.61,0.4,1.98,2.008862629,12.99886263
E01035535,5.52,0.43,3.96,3.692762186,13.60276219
E01018032,7.58,0.16,4.45,3.870014771,16.06001477
E01018033,6.15,0.68,4.48,5.391432792,16.70143279
E01018034,8.02,0.26,3.7,3.308714919,15.28871492
E01018035,7.14,0.21,3.77,4.23929099,15.35929099
E01018036,7.06,0.18,4.07,5.110782866,16.42078287
E01018037,8.33,0.16,3.97,3.737075332,16.19707533
E01018038,7.58,0.21,3.76,3.840472674,15.39047267
E01018039,6.71,0.17,4.18,5.184638109,16.24463811
E01018040,7.86,0.06,3.9,3.618906942,15.43890694
E01018041,7.78,0.07,3.42,4.933530281,16.20353028
E01018042,6.27,0.56,4.59,5.745937962,17.16593796
E01018043,7.58,0.41,4.04,4.342688331,16.37268833
E01018044,7.5,0.77,3.77,4.549483013,16.58948301
E01018045,8.33,0.22,2.94,4.697193501,16.1871935
E01035531,7.66,0.26,3.66,6.23338257,17.81338257
E01018047,6.98,0.32,3.45,4.859675037,15.60967504
E01018049,7.02,0.41,3.99,4.59379616,16.01379616
E01018050,7.3,0.49,3.63,4.652880355,16.07288036
E01018051,7.06,0.48,3.46,4.106351551,15.10635155
E01018052,6.9,1.53,3.52,5.553914328,17.50391433
E01018053,6.98,0.1,4.67,5.140324963,16.89032496
E01018054,7.78,0.23,3.73,3.618906942,15.35890694
E01018055,7.82,0.11,3.72,3.264401773,14.91440177
E01018056,7.26,0.11,3.55,4.682422452,15.60242245
E01018057,8.02,0.05,4.03,3.88478582,15.98478582
E01018058,6.59,0.05,5.07,5.450516987,17.16051699
E01018059,8.06,0.25,4.56,4.785819793,17.65581979
E01018060,8.06,0.14,3.69,4.652880355,16.54288036
E01018061,7.58,0.32,3.75,5.022156573,16.67215657
E01018062,6.71,0.32,4.66,5.627769572,17.31776957
E01018063,7.9,3.73,3.93,6.100443131,21.66044313
E01018064,8.25,0.21,4.11,4.401772526,16.97177253
E01018065,7.58,0.12,4.54,5.288035451,17.52803545
E01018066,6.35,0.1,5.2,5.701624815,17.35162482
E01018067,6.31,0.35,4.71,5.110782866,16.48078287
E01018068,7.1,0.22,4.91,5.361890694,17.59189069
E01018069,6.83,1.21,4.24,5.52437223,17.80437223
E01018070,6.55,3.79,3.78,7.045790251,21.16579025
E01018071,6.75,2.7,4.94,7.104874446,21.49487445
